code,name,requires,evolves_to,type,HP,stage,count,pack,subpack,illustrator,rarity,generation,pokedex_number,romaji_name,japanese_name,rarity_num
A2b 101,Wiglett,None,A2b 019;A2b 081;A2b 0109,Water,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Souichirou Gunjima,✸,,,,,8.0
A2b 102,Dondozo,None,None,Water,120.0,Basic,0,Space-Time Smackdown,ShinyCharizard,GOSSAN,✸,,,,,8.0
A2b 103,Pachirisu,None,None,Electric,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Tomowaka,✸,4.0,417.0,Pachirisu,パチリス,8.0
A2b 104,Riolu,None,A2 092;A2 170;A2b 043;A2b 084;A2b 110,Fighting,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,GOSSAN,✸,4.0,447.0,Riolu,リオル,8.0
A2b 105,Varoom,None,A2b 056,Metal,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,nagimiso,✸,,,,,8.0
A2b 106,Revaroom,None,None,Metal,110.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,nagimiso,✸,,,,,8.0
A2b 107,Beedrill ex,A1 008;A1 009;A2b 001;A2b 002;A2b 097;A2b 098,None,Grass,170.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,✸✸,,,,,9.0
A2b 108,Charizard ex,A1 033;A1 034;A1 230;A2b 008;A2b 009;A2b 099;A2b 100;PA 032,None,Fire,180.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,✸✸,,,,,9.0
A2b 109,Wugtrio ex,A2b 018;A2b 101,None,,,,0,Space-Time Smackdown,ShinyCharizard,PLANETA Tsuji,✸✸,,,,,9.0
A2b 110,Lucario ex,A2 091;A2b 042;A2b 104;PA 059,None,Fighting,150.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA CG Works,✸✸,,,,,9.0
A2b 111,Poke Ball,None,None,,,,0,Space-Time Smackdown,ShinyCharizard,Toyste Beach,♛,,,,,10.0
A3 001,Exeggcute,None,A1 022;A1 023;A1 252;A1a 002;A1a 069;A3 002;A3 156;A3 214;A3 231;PA 069,Grass,60.0,Basic,0,Celestial Guardians,Lunala,HYOGONOSUKE,◇,1.0,102.0,Tamatama,タマタマ,1.0
A3 002,Alolan Exeggutor,A1 021;A1a 001;A3 001;A3 213;PA 060,None,Grass,150.0,Stage 1,0,Celestial Guardians,Lunala,Anesaki Dynamic,◇◇◇,,,,,3.0
A3 003,Surskit,None,A3 004,Grass,50.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Miki Tanaka,◇,3.0,283.0,Ametama,アメタマ,1.0
A3 004,Masquerain,A3 003,None,Grass,90.0,Stage 1,1,Celestial Guardians,Solgaleo;Lunala,Kanako Eo,◇◇,3.0,284.0,Amemoth,アメモース,2.0
A3 005,Maractus,None,None,Grass,90.0,Basic,0,Celestial Guardians,Lunala,Kagemaru Himeno,◇,5.0,556.0,Maracacchi,マラカッチ,1.0
A3 006,Karrablast,None,A3 120,Grass,60.0,Basic,3,Celestial Guardians,Solgaleo;Lunala,OOYAMA,◇,5.0,588.0,Kaburumo,カブルモ,1.0
A3 007,Phantump,None,A3 008;A3a 025,Grass,60.0,Basic,0,Celestial Guardians,Solgaleo,miki kudo,◇,6.0,708.0,Bokurei,ボクレー,1.0
A3 008,Trevenant,A3 007;A3a 024,None,Grass,130.0,Stage 1,0,Celestial Guardians,Solgaleo,Shin Nagasawa,◇◇,6.0,709.0,Ohrot,オーロット,2.0
A3 009,Rowlet,None,A3 011;A3a 004,Grass,60.0,Basic,0,Celestial Guardians,Solgaleo,Megumi Mizutani,◇,7.0,722.0,Mokuroh,モクロー,1.0
A3 010,Rowlet,None,A3 011;A3a 004,Grass,60.0,Basic,1,Celestial Guardians,Lunala,Saya Tsuruta,◇,7.0,722.0,Mokuroh,モクロー,1.0
A3 011,Dartrix,A3 009;A3 010;A3a 003;A3a 070,A3 012;A3 180;A3 198;A3a 005,Grass,80.0,Stage 1,1,Celestial Guardians,Lunala,Mizue,◇◇,7.0,723.0,Fukuthrow,フクスロー,2.0
A3 012,Decidueye ex,A3 009;A3 010;A3 011;A3a 003;A3a 004;A3a 070,None,Grass,170.0,Stage 2,0,Celestial Guardians,Lunala,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 013,Grubbin,None,A3 064,Grass,60.0,Basic,2,Celestial Guardians,Lunala,Yuka Morii,◇,7.0,736.0,Agojimushi,アゴジムシ,1.0
A3 014,Fomantis,None,A3 015,Grass,60.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Kagemaru Himeno,◇,7.0,753.0,Karikiri,カリキリ,1.0
A3 015,Lurantis,A3 014,None,Grass,90.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,AKIRA EGAWA,◇◇,7.0,754.0,Lalantes,ラランテス,2.0
A3 016,Morelull,None,A1a 008;A3 017;A3a 027,Grass,60.0,Basic,0,Celestial Guardians,Lunala,You Iribi,◇,7.0,755.0,Nemasyu,ネマシュ,1.0
A3 017,Shiinotic,A1a 007;A3 016;A3 157;A3a 026,None,Grass,100.0,Stage 1,0,Celestial Guardians,Lunala,Suwama Chiaki,◇◇,7.0,756.0,Mashade,マシェード,2.0
A3 018,Bounsweet,None,A3 019;A3b 004,Grass,50.0,Basic,0,Celestial Guardians,Solgaleo,Akira Komayama,◇,7.0,761.0,Amakaji,アマカジ,1.0
A3 019,Steenee,A3 018;A3b 003,A3 020;A3 158;A3b 005,Grass,80.0,Stage 1,1,Celestial Guardians,Solgaleo,Mizue,◇◇,7.0,762.0,Amamaiko,アママイコ,2.0
A3 020,Tsareena,A3 018;A3 019;A3b 003;A3b 004,None,Grass,130.0,Stage 2,1,Celestial Guardians,Solgaleo,Hasuno,◇◇◇,7.0,763.0,Amajo,アマージョ,3.0
A3 021,Wimpod,None,A3 022,Grass,70.0,Basic,1,Celestial Guardians,Solgaleo,Kagemaru Himeno,◇,7.0,767.0,Kosokumushi,コソクムシ,1.0
A3 022,Golisopod,A3 021,None,Grass,120.0,Stage 1,0,Celestial Guardians,Solgaleo,Kouki Saitou,◇◇◇,7.0,768.0,Gusokumusha,グソクムシャ,3.0
A3 023,Dhelmise ex,None,None,Grass,140.0,Basic,0,Celestial Guardians,Solgaleo,PLANETA Tsuji,◇◇◇◇,,,,,4.0
A3 024,Tapu Bulu,None,None,Grass,120.0,Basic,0,Celestial Guardians,Solgaleo,Satoshi Shirai,◇◇◇,7.0,787.0,Kapu-bulul,カプ・ブルル,3.0
A3 025,Growlithe,None,A1 040;A1 041;A1 254;A3 026;A3a 090;A3a 100,Fire,70.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Naoyo Kimura,◇,1.0,58.0,Gardie,ガーディ,1.0
A3 026,Arcanine,A1 039;A3 025;A3a 089,None,Fire,130.0,Stage 1,1,Celestial Guardians,Solgaleo;Lunala,match,◇◇,1.0,59.0,Windie,ウインディ,2.0
A3 027,Alolan Marowak,A1 151;A1 239;A3 089;A3 226,None,Fire,110.0,Stage 1,0,Celestial Guardians,Lunala,miki kudo,◇◇,,,,,2.0
A3 028,Fletchinder,A3 131,A3 029,Fire,80.0,Stage 1,0,Celestial Guardians,Solgaleo,Mina Nakai,◇,6.0,662.0,Hinoyakoma,ヒノヤコマ,1.0
A3 029,Talonflame,A3 028,None,Fire,120.0,Stage 2,1,Celestial Guardians,Solgaleo,Masakazu Fukuda,◇◇◇,6.0,663.0,Fiarrow,ファイアロー,3.0
A3 030,Litten,None,A3 032;A3b 012,Fire,60.0,Basic,1,Celestial Guardians,Solgaleo,Akira Komayama,◇,7.0,725.0,Nyabby,ニャビー,1.0
A3 031,Litten,None,A3 032;A3b 012,Fire,60.0,Basic,0,Celestial Guardians,Lunala,sui,◇,7.0,725.0,Nyabby,ニャビー,1.0
A3 032,Torracat,A3 030;A3 031;A3b 011,A3 033;A3 182;A3 200;A3b 013,Fire,80.0,Stage 1,0,Celestial Guardians,Solgaleo,tetsuya koizumi,◇◇,7.0,726.0,Nyaheat,ニャヒート,2.0
A3 033,Incineroar ex,A3 030;A3 031;A3 032;A3b 011;A3b 012,None,Fire,180.0,Stage 2,0,Celestial Guardians,Solgaleo,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 034,Oricorio,None,None,Fire,70.0,Basic,0,Celestial Guardians,Lunala,Jerky,◇◇,7.0,741.0,Odoridori (pachipachi Style),オドリドリ,2.0
A3 035,Salandit,None,A1 050;A1a 016;A3 036;A3b 015,Fire,50.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Yukiko Baba,◇,7.0,757.0,Yatoumori,ヤトウモリ,1.0
A3 036,Salazzle,A1 049;A1a 015;A1a 071;A3 035;A3b 014,None,Fire,90.0,Stage 1,1,Celestial Guardians,Solgaleo;Lunala,Naoki Saito,◇,7.0,758.0,Ennewt,エンニュート,1.0
A3 037,Turtonator,None,None,Fire,120.0,Basic,0,Celestial Guardians,Lunala,Shin Nagasawa,◇◇◇,7.0,776.0,Bakugames,バクガメス,3.0
A3 038,Alolan Sandshrew,None,A3 039,Water,60.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,ryoma uratsuka,◇,,,,,1.0
A3 039,Alolan Sandslash,A3 038,None,Water,100.0,Stage 1,1,Celestial Guardians,Solgaleo;Lunala,Hasuno,◇◇,,,,,2.0
A3 040,Alolan Vulpix,None,A3 041;PA 070,Water,60.0,Basic,0,Celestial Guardians,Lunala,You Iribi,◇,,,,,1.0
A3 041,Alolan Ninetales,A3 040;A3 162,None,Water,110.0,Stage 1,0,Celestial Guardians,Lunala,Eri Yamaki,◇◇◇,,,,,3.0
A3 042,Shellder,None,None,Water,70.0,Basic,0,Celestial Guardians,Solgaleo,Midori Harada,◇,1.0,90.0,Shellder,シェルダー,1.0
A3 043,Cloyster,None,None,Water,110.0,Stage 1,0,Celestial Guardians,Solgaleo,Masakazu Fukuda,◇◇,1.0,91.0,Parshen,パルシェン,2.0
A3 044,Lapras,None,None,Water,110.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Hitoshi Ariga,◇◇,1.0,131.0,Laplace,ラプラス,2.0
A3 045,Popplio,None,A3 047;A3b 023,Water,60.0,Basic,1,Celestial Guardians,Lunala,Kanami Ogata,◇,7.0,728.0,Ashimari,アシマリ,1.0
A3 046,Popplio,None,A3 047;A3b 023,Water,60.0,Basic,0,Celestial Guardians,Solgaleo,Kouki Saitou,◇,7.0,728.0,Ashimari,アシマリ,1.0
A3 047,Brionne,A3 045;A3 046;A3b 022,A3 048,Water,80.0,Stage 1,0,Celestial Guardians,Lunala,Saya Tsuruta,◇◇,7.0,729.0,Osyamari,オシャマリ,2.0
A3 048,Primarina,A3 045;A3 046;A3 047;A3b 022;A3b 023,None,Water,140.0,Stage 2,1,Celestial Guardians,Lunala,Kagemaru Himeno,◇◇◇,7.0,730.0,Ashirene,アシレーヌ,3.0
A3 049,Crabominable ex,A3 097;PA 071,None,Water,160.0,Stage 1,0,Celestial Guardians,Solgaleo,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 050,Wishiwashi,None,None,Water,30.0,Basic,0,Celestial Guardians,Lunala,Kouki Saitou,◇,7.0,746.0,Yowashi (tandoku No Sugata),ヨワシ,1.0
A3 051,Wishiwashi ex,None,None,Water,170.0,Basic,0,Celestial Guardians,Lunala,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 052,Dewpider,None,A3 053,Water,60.0,Basic,1,Celestial Guardians,Solgaleo,Atsuko Nishida,◇,7.0,751.0,Shizukumo,シズクモ,1.0
A3 053,Araquanid,A3 052,None,Water,110.0,Stage 1,1,Celestial Guardians,Solgaleo,kodama,◇◇,7.0,752.0,Onishizukumo,オニシズクモ,2.0
A3 054,Pyukumuku,None,None,Water,60.0,Basic,0,Celestial Guardians,Lunala,You Iribi,◇,7.0,771.0,Namakobushi,ナマコブシ,1.0
A3 055,Bruxish,None,None,Water,80.0,Basic,3,Celestial Guardians,Solgaleo;Lunala,Masakazu Fukuda,◇,7.0,779.0,Hagigishiri,ハギギシリ,1.0
A3 056,Tapu Fini,None,None,Water,100.0,Basic,0,Celestial Guardians,Lunala,chibi,◇◇◇,7.0,788.0,Kapu-rehire,カプ・レヒレ,3.0
A3 057,Pikachu,None,A1 095;A1a 026;A2a 026;PA 044,Electric,60.0,Basic,0,Celestial Guardians,Solgaleo,Naoyo Kimura,◇,1.0,25.0,Pikachu,ピカチュウ,1.0
A3 058,Alolan Raichu ex,None,None,Electric,140.0,Stage 1,0,Celestial Guardians,Solgaleo,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 059,Alolan Geodude,None,A3 060,Electric,70.0,Basic,0,Celestial Guardians,Solgaleo,Hitoshi Ariga,◇,,,,,1.0
A3 060,Alolan Graveler,A3 059,A3 061,Electric,110.0,Stage 1,0,Celestial Guardians,Solgaleo,match,◇◇,,,,,2.0
A3 061,Alolan Golem,A3 059;A3 060,None,Electric,160.0,Stage 2,0,Celestial Guardians,Solgaleo,kawayoo,◇◇◇,,,,,3.0
A3 062,Helioptile,None,A1 111;A3 063,Electric,60.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,0313,◇,6.0,694.0,Erikiteru,エリキテル,1.0
A3 063,Heliolisk,A1 110;A3 062,None,Electric,90.0,Stage 1,2,Celestial Guardians,Solgaleo;Lunala,Kagemaru Himeno,◇,6.0,695.0,Elezard,エレザード,1.0
A3 064,Charjabug,A3 013,A3 065,Electric,90.0,Stage 1,3,Celestial Guardians,Lunala,Naoki Saito,◇◇,7.0,737.0,Dendimushi,デンヂムシ,2.0
A3 065,Vikavolt,A3 013;A3 064,None,Electric,140.0,Stage 2,0,Celestial Guardians,Lunala,Hitoshi Ariga,◇◇◇,7.0,738.0,Kuwagannon,クワガノン,3.0
A3 066,Oricorio,None,None,Electric,70.0,Basic,1,Celestial Guardians,Solgaleo,Jerky,◇◇◇,7.0,741.0,Odoridori (pachipachi Style),オドリドリ,3.0
A3 067,Togedemaru,None,None,Electric,70.0,Basic,1,Celestial Guardians,Lunala,Misa Tsutsui,◇,7.0,777.0,Togedemaru,トゲデマル,1.0
A3 068,Tapu Koko,None,None,Electric,100.0,Basic,0,Celestial Guardians,Solgaleo,kirisAki,◇◇◇,7.0,785.0,Kapu-kokeko,カプ・コケコ,3.0
A3 069,Mr. Mime,None,None,Psychic,80.0,Basic,0,Celestial Guardians,Solgaleo,Yukihiro Tada,◇◇,1.0,122.0,Barrierd,バリヤード,2.0
A3 070,Sableye,None,None,Psychic,80.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Aya Kusube,◇◇,3.0,302.0,Yamirami,ヤミラミ,2.0
A3 071,Spoink,None,A3 072,Psychic,60.0,Basic,4,Celestial Guardians,Solgaleo;Lunala,Sekio,◇,3.0,325.0,Baneboo,バネブー,1.0
A3 072,Grumpig,A3 071,None,Psychic,110.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,Yukiko Baba,◇◇,3.0,326.0,Boopig,ブーピッグ,2.0
A3 073,Lunatone,None,None,Psychic,90.0,Basic,0,Celestial Guardians,Lunala,Yukiko Baba,◇,3.0,337.0,Lunatone,ルナトーン,1.0
A3 074,Shuppet,None,A3 075,Psychic,60.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Kyoko Umemoto,◇,3.0,353.0,Kagebouzu,カゲボウズ,1.0
A3 075,Banette,A3 074,None,Psychic,90.0,Stage 1,2,Celestial Guardians,Solgaleo;Lunala,Aya Kusube,◇,3.0,354.0,Juppeta,ジュペッタ,1.0
A3 076,Oricorio,None,None,Psychic,70.0,Basic,0,Celestial Guardians,Solgaleo,Jerky,◇◇,7.0,741.0,Odoridori (pachipachi Style),オドリドリ,2.0
A3 077,Oricorio,None,None,Psychic,70.0,Basic,1,Celestial Guardians,Lunala,Jerky,◇◇,7.0,741.0,Odoridori (pachipachi Style),オドリドリ,2.0
A3 078,Cutiefly,None,A3 079,Psychic,30.0,Basic,0,Celestial Guardians,Solgaleo,Hitoshi Ariga,◇,7.0,742.0,Abuly,アブリー,1.0
A3 079,Ribombee,A3 078;A3 167,None,Psychic,80.0,Stage 1,0,Celestial Guardians,Solgaleo,Megumi Mizutani,◇,7.0,743.0,Aburibbon,アブリボン,1.0
A3 080,Comfey,None,None,Psychic,70.0,Basic,0,Celestial Guardians,Solgaleo,Sanosuke Sakuma,◇◇◇,7.0,764.0,Cuwawa,キュワワー,3.0
A3 081,Sandygast,None,A3 082;A3a 036,Psychic,80.0,Basic,0,Celestial Guardians,Solgaleo,Akira Komayama,◇,7.0,769.0,Sunaba,スナバァ,1.0
A3 082,Palossand,A3 081;A3 169;A3a 035,None,Psychic,130.0,Stage 1,0,Celestial Guardians,Solgaleo,OOYAMA,◇◇◇,7.0,770.0,Sirodethna,シロデスナ,3.0
A3 083,Mimikyu,None,None,Psychic,70.0,Basic,0,Celestial Guardians,Lunala,HYOGONOSUKE,◇,7.0,778.0,Mimikkyu,ミミッキュ,1.0
A3 084,Tapu Lele,None,None,Psychic,90.0,Basic,0,Celestial Guardians,Lunala,Misa Tsutsui,◇◇◇,7.0,786.0,Kapu-tetefu,カプ・テテフ,3.0
A3 085,Cosmog,None,A3 086,Psychic,60.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,sui,◇,7.0,789.0,Cosmog,コスモッグ,1.0
A3 086,Cosmoem,A3 085;A3 171;PA 067,A3 087;A3 122;A3 186;A3 189;A3 204;A3 207;A3 238;A3 239,Psychic,100.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,Aya Kusube,◇◇,7.0,790.0,Cosmovum,コスモウム,2.0
A3 087,Lunala ex,A3 085;A3 086;A3 171;PA 067,None,Psychic,180.0,Stage 2,0,Celestial Guardians,Lunala,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 088,Necrozma,None,None,Psychic,120.0,Basic,0,Celestial Guardians,Lunala,Masakazu Fukuda,◇◇◇,7.0,800.0,Necrozma,ネクロズマ,3.0
A3 089,Cubone,None,A1 152;A1 153;A1 264;A3 027;A3 160;A3 227;A3 236,Fighting,60.0,Basic,0,Celestial Guardians,Lunala,kawayoo,◇,1.0,104.0,Karakara,カラカラ,1.0
A3 090,Makuhita,None,A3 091,Fighting,70.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Mina Nakai,◇,3.0,296.0,Makunoshita,マクノシタ,1.0
A3 091,Hariyama,A3 090,None,Fighting,120.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,Miki Tanaka,◇◇,3.0,297.0,Hariteyama,ハリテヤマ,2.0
A3 092,Solrock,None,None,Fighting,90.0,Basic,0,Celestial Guardians,Solgaleo,Kyoko Umemoto,◇,3.0,338.0,Solrock,ソルロック,1.0
A3 093,Drilbur,None,A3 119,Fighting,60.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Tomokazu Komiya,◇,5.0,529.0,Mogurew,モグリュー,1.0
A3 094,Timburr,None,A3 095,Fighting,60.0,Basic,0,Celestial Guardians,Lunala,Mizue,◇,5.0,532.0,Dokkorer,ドッコラー,1.0
A3 095,Gurdurr,A3 094,A3 096,Fighting,90.0,Stage 1,0,Celestial Guardians,Lunala,Naoki Saito,◇◇,5.0,533.0,Dotekkotsu,ドテッコツ,2.0
A3 096,Conkeldurr,A3 094;A3 095,None,Fighting,150.0,Stage 2,0,Celestial Guardians,Lunala,kawayoo,◇◇◇,5.0,534.0,Roubushin,ローブシン,3.0
A3 097,Crabrawler,None,A3 049;A3 183;A3 201,Fighting,70.0,Basic,0,Celestial Guardians,Solgaleo,kirisAki,◇,7.0,739.0,Makenkani,マケンカニ,1.0
A3 098,Rockruff,None,A3 100;A3 101;A3a 033;A3a 078;A3a 085;PA 068,Fighting,60.0,Basic,2,Celestial Guardians,Lunala,Oswaldo KATO,◇,7.0,744.0,Iwanko,イワンコ,1.0
A3 099,Rockruff,None,A3 100;A3 101;A3a 033;A3a 078;A3a 085;PA 068,Fighting,60.0,Basic,0,Celestial Guardians,Solgaleo,Oswaldo KATO,◇,7.0,744.0,Iwanko,イワンコ,1.0
A3 100,Lycanroc,A3 098;A3 099;A3 172;A3a 032,None,Fighting,100.0,Stage 1,0,Celestial Guardians,Solgaleo,Atsushi Furusawa,◇◇◇,7.0,745.0,Lugarugan (mahiru No Sugata),ルガルガン,3.0
A3 101,Lycanroc,A3 098;A3 099;A3 172;A3a 032,None,Fighting,100.0,Stage 1,0,Celestial Guardians,Lunala,5ban Graphics,◇◇◇,7.0,745.0,Lugarugan (mahiru No Sugata),ルガルガン,3.0
A3 102,Mudbray,None,A3 103;A3 173,Fighting,80.0,Basic,1,Celestial Guardians,Solgaleo,Saya Tsuruta,◇,7.0,749.0,Dorobanko,ドロバンコ,1.0
A3 103,Mudsdale,A3 102,None,Fighting,140.0,Stage 1,0,Celestial Guardians,Solgaleo,Takeshi Nakamura,◇◇,7.0,750.0,Banbadoro,バンバドロ,2.0
A3 104,Passimian ex,None,None,Fighting,130.0,Basic,0,Celestial Guardians,Lunala,PLANETA Tsuji,◇◇◇◇,,,,,4.0
A3 105,Minior,None,None,Fighting,80.0,Basic,1,Celestial Guardians,Lunala,Amelicart,◇◇,7.0,774.0,Meteno,メテノ,2.0
A3 106,Alolan Rattata,None,A3 107,Darkness,50.0,Basic,1,Celestial Guardians,Lunala,nagimiso,◇,,,,,1.0
A3 107,Alolan Raticate,A3 106,None,Darkness,110.0,Stage 1,0,Celestial Guardians,Lunala,nagimiso,◇◇,,,,,2.0
A3 108,Alolan Meowth,None,A3 109;A3a 038,Darkness,60.0,Basic,0,Celestial Guardians,Solgaleo,sui,◇,,,,,1.0
A3 109,Alolan Persian,A3 108;A3a 037;A3a 073,None,Darkness,100.0,Stage 1,0,Celestial Guardians,Solgaleo,kirisAki,◇◇◇,,,,,3.0
A3 110,Alolan Grimer,None,A3 111;A3 188;A3 206,Darkness,70.0,Basic,0,Celestial Guardians,Lunala,Akira Komayama,◇,,,,,1.0
A3 111,Alolan Muk ex,A3 110;PA 072,None,Darkness,160.0,Stage 1,0,Celestial Guardians,Lunala,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 112,Absol,None,None,Darkness,80.0,Basic,0,Celestial Guardians,Lunala,Anesaki Dynamic,◇◇◇,3.0,359.0,Absol,アブソル,3.0
A3 113,Trubbish,None,A3 114,Darkness,60.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Tomokazu Komiya,◇,5.0,568.0,Yabukuron,ヤブクロン,1.0
A3 114,Garbodor,A3 113,None,Darkness,130.0,Stage 1,2,Celestial Guardians,Solgaleo;Lunala,match,◇◇,5.0,569.0,Dustdas,ダストダス,2.0
A3 115,Mareanie,None,A3 116,Darkness,70.0,Basic,0,Celestial Guardians,Lunala,Saya Tsuruta,◇,7.0,747.0,Hidoide,ヒドイデ,1.0
A3 116,Toxapex,A3 115,None,Darkness,110.0,Stage 1,0,Celestial Guardians,Lunala,chibi,◇,7.0,748.0,Dohidoide,ドヒドイデ,1.0
A3 117,Alolan Diglett,None,A3 118,Metal,50.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Naoyo Kimura,◇,,,,,1.0
A3 118,Alolan Dugtrio,A3 117;A3a 046,None,Metal,90.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,Yuka Morii,◇,,,,,1.0
A3 119,Excadrill,A3 093,None,Metal,110.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,SATOSHI NAKAI,◇◇,5.0,530.0,Doryuzu,ドリュウズ,2.0
A3 120,Escavalier,A3 006,None,Metal,110.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,Satoshi Shirai,◇◇,5.0,589.0,Chevargo,シュバルゴ,2.0
A3 121,Klefki,None,None,Metal,70.0,Basic,0,Celestial Guardians,Solgaleo,Shin Nagasawa,◇◇◇,6.0,707.0,Cleffy,クレッフィ,3.0
A3 122,Solgaleo ex,A3 085;A3 086;A3 171;PA 067,None,Metal,180.0,Stage 2,0,Celestial Guardians,Solgaleo,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3 123,Magearna,None,None,Metal,90.0,Basic,1,Celestial Guardians,Solgaleo,kawayoo,◇◇◇,7.0,801.0,Magearna,マギアナ,3.0
A3 124,Drampa,None,None,Dragon,100.0,Basic,0,Celestial Guardians,Solgaleo,Anesaki Dynamic,◇◇◇,7.0,780.0,Jijilong,ジジーロン,3.0
A3 125,Jangmo-o,None,A3 126,Dragon,60.0,Basic,1,Celestial Guardians,Lunala,Naoki Saito,◇,7.0,782.0,Jyarako,ジャラコ,1.0
A3 126,Hakamo-o,A3 125,A3 127,Dragon,100.0,Stage 1,1,Celestial Guardians,Lunala,Ryuta Fuse,◇◇,7.0,783.0,Jyarango,ジャランゴ,2.0
A3 127,Kommo-o,A3 125;A3 126,None,Dragon,150.0,Stage 2,0,Celestial Guardians,Lunala,hatachu,◇◇◇,7.0,784.0,Jyararanga,ジャラランガ,3.0
A3 128,Tauros,None,None,Colorless,100.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Kazumasa Yasukuni,◇◇,1.0,128.0,Kentauros,ケンタロス,2.0
A3 129,Skitty,None,A3 130,Colorless,60.0,Basic,1,Celestial Guardians,Solgaleo;Lunala,Sumiyoshi Kizuki,◇,3.0,300.0,Eneco,エネコ,1.0
A3 130,Delcatty,A3 129,None,Colorless,90.0,Stage 1,0,Celestial Guardians,Solgaleo;Lunala,0313,◇◇,3.0,301.0,Enekororo,エネコロロ,2.0
A3 131,Fletchling,None,A3 028,Colorless,50.0,Basic,0,Celestial Guardians,Solgaleo,5ban Graphics,◇,6.0,661.0,Yayakoma,ヤヤコマ,1.0
A3 132,Hawlucha,None,None,Colorless,80.0,Basic,0,Celestial Guardians,Solgaleo,miki kudo,◇◇,6.0,701.0,Luchabull,ルチャブル,2.0
A3 133,Pikipek,None,A3 134,Colorless,50.0,Basic,0,Celestial Guardians,Solgaleo;Lunala,Shin Nagasawa,◇,7.0,731.0,Tsutsukera,ツツケラ,1.0
A3 134,Trumbeak,A3 133;A3 177,A3 135;PA 073,Colorless,80.0,Stage 1,1,Celestial Guardians,Solgaleo;Lunala,Kouki Saitou,◇,7.0,732.0,Kerarappa,ケララッパ,1.0
A3 135,Toucannon,A3 133;A3 134;A3 177,None,Colorless,140.0,Stage 2,1,Celestial Guardians,Solgaleo;Lunala,Megumi Mizutani,◇◇,7.0,733.0,Dodekabashi,ドデカバシ,2.0
A3 136,Yungoos,None,A3 137,Colorless,90.0,Basic,0,Celestial Guardians,Solgaleo,Shigenori Negishi,◇,7.0,734.0,Youngoose,ヤングース,1.0
A3 137,Gumshoos,A3 136,None,Colorless,100.0,Stage 1,0,Celestial Guardians,Solgaleo,Shigenori Negishi,◇,7.0,735.0,Dekagoose,デカグース,1.0
A3 138,Stufful,None,A3 139;A3 178;A3a 058,Colorless,70.0,Basic,2,Celestial Guardians,Lunala,Sanosuke Sakuma,◇,7.0,759.0,Nuikoguma,ヌイコグマ,1.0
A3 139,Bewear,A3 138;A3a 057;PA 083,None,Colorless,150.0,Stage 1,0,Celestial Guardians,Lunala,kirisAki,◇◇◇,7.0,760.0,Kiteruguma,キテルグマ,3.0
A3 140,Oranguru,None,None,Colorless,100.0,Basic,0,Celestial Guardians,Lunala,Naoki Saito,◇◇◇,7.0,765.0,Yareyuutan,ヤレユータン,3.0
A3 141,Komala,None,None,Colorless,90.0,Basic,0,Celestial Guardians,Solgaleo,Kouki Saitou,◇◇,7.0,775.0,Nekkoara,ネッコアラ,2.0
A3 142,Big Malasada,None,None,Item,,Basic,0,Celestial Guardians,Solgaleo;Lunala,5ban Graphics,◇◇,,,,,2.0
